kscore	rxn.code	rxn.name	rxn.genes	rxn.formula
1.00	r_2755	MLCL (1-18:0, 2-16:1, 4-16:1):PC (1-18:1, 2-18:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-18:0, 2-16:1, 4-16:1) [mitochondrial membrane] + phosphatidylcholine (1-18:1, 2-18:1) [mitochondrial membrane]  <=> cardiolipin (1-18:0, 2-16:1, 3-18:1, 4-16:1) [mitochondrial membrane] + 1-acylglycerophosphocholine (18:1) [mitochondrial membrane] 
1.00	r_2756	MLCL (1-18:0, 2-16:1, 4-18:1):PC (1-16:0, 2-16:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-18:0, 2-16:1, 4-18:1) [mitochondrial membrane] + phosphatidylcholine (1-16:0, 2-16:1) [mitochondrial membrane]  <=> cardiolipin (1-18:0, 2-16:1, 3-16:1, 4-18:1) [mitochondrial membrane] + 1-acylglycerophosphocholine (16:0) [mitochondrial membrane] 
1.00	r_2757	MLCL (1-18:0, 2-16:1, 4-18:1):PC (1-16:1, 2-16:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-18:0, 2-16:1, 4-18:1) [mitochondrial membrane] + phosphatidylcholine (1-16:1, 2-16:1) [mitochondrial membrane]  <=> cardiolipin (1-18:0, 2-16:1, 3-16:1, 4-18:1) [mitochondrial membrane] + 1-acylglycerophosphocholine (16:1) [mitochondrial membrane] 
1.00	r_2758	MLCL (1-18:0, 2-16:1, 4-18:1):PC (1-18:0, 2-16:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-18:0, 2-16:1, 4-18:1) [mitochondrial membrane] + phosphatidylcholine (1-18:0, 2-16:1) [mitochondrial membrane]  <=> cardiolipin (1-18:0, 2-16:1, 3-16:1, 4-18:1) [mitochondrial membrane] + 1-acylglycerophosphocholine (18:0) [mitochondrial membrane] 
1.00	r_2759	MLCL (1-18:0, 2-16:1, 4-18:1):PC (1-18:1, 2-16:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-18:0, 2-16:1, 4-18:1) [mitochondrial membrane] + phosphatidylcholine (1-18:1, 2-16:1) [mitochondrial membrane]  <=> cardiolipin (1-18:0, 2-16:1, 3-16:1, 4-18:1) [mitochondrial membrane] + 1-acylglycerophosphocholine (18:1) [mitochondrial membrane] 
1.00	r_2760	MLCL (1-18:0, 2-16:1, 4-18:1):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-18:0, 2-16:1, 4-18:1) [mitochondrial membrane] + phosphatidylcholine (1-16:0, 2-18:1) [mitochondrial membrane]  <=> 1-acylglycerophosphocholine (16:0) [mitochondrial membrane] + cardiolipin (1-18:0, 2-16:1, 3-18:1, 4-18:1) [mitochondrial membrane] 
1.00	r_2761	MLCL (1-18:0, 2-16:1, 4-18:1):PC (1-16:1, 2-18:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-18:0, 2-16:1, 4-18:1) [mitochondrial membrane] + phosphatidylcholine (1-16:1, 2-18:1) [mitochondrial membrane]  <=> 1-acylglycerophosphocholine (16:1) [mitochondrial membrane] + cardiolipin (1-18:0, 2-16:1, 3-18:1, 4-18:1) [mitochondrial membrane] 
1.00	r_2762	MLCL (1-18:0, 2-16:1, 4-18:1):PC (1-18:0, 2-18:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-18:0, 2-16:1, 4-18:1) [mitochondrial membrane] + phosphatidylcholine (1-18:0, 2-18:1) [mitochondrial membrane]  <=> 1-acylglycerophosphocholine (18:0) [mitochondrial membrane] + cardiolipin (1-18:0, 2-16:1, 3-18:1, 4-18:1) [mitochondrial membrane] 
1.00	r_2763	MLCL (1-18:0, 2-16:1, 4-18:1):PC (1-18:1, 2-18:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-18:0, 2-16:1, 4-18:1) [mitochondrial membrane] + phosphatidylcholine (1-18:1, 2-18:1) [mitochondrial membrane]  <=> 1-acylglycerophosphocholine (18:1) [mitochondrial membrane] + cardiolipin (1-18:0, 2-16:1, 3-18:1, 4-18:1) [mitochondrial membrane] 
1.00	r_2764	MLCL (1-18:1, 2-16:1, 4-16:1):PC (1-16:0, 2-16:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-18:1, 2-16:1, 4-16:1) [mitochondrial membrane] + phosphatidylcholine (1-16:0, 2-16:1) [mitochondrial membrane]  <=> cardiolipin (1-18:1, 2-16:1, 3-16:1, 4-16:1) [mitochondrial membrane] + 1-acylglycerophosphocholine (16:0) [mitochondrial membrane] 
1.00	r_2765	MLCL (1-18:1, 2-16:1, 4-16:1):PC (1-16:1, 2-16:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-18:1, 2-16:1, 4-16:1) [mitochondrial membrane] + phosphatidylcholine (1-16:1, 2-16:1) [mitochondrial membrane]  <=> cardiolipin (1-18:1, 2-16:1, 3-16:1, 4-16:1) [mitochondrial membrane] + 1-acylglycerophosphocholine (16:1) [mitochondrial membrane] 
1.00	r_2766	MLCL (1-18:1, 2-16:1, 4-16:1):PC (1-18:0, 2-16:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-18:1, 2-16:1, 4-16:1) [mitochondrial membrane] + phosphatidylcholine (1-18:0, 2-16:1) [mitochondrial membrane]  <=> cardiolipin (1-18:1, 2-16:1, 3-16:1, 4-16:1) [mitochondrial membrane] + 1-acylglycerophosphocholine (18:0) [mitochondrial membrane] 
1.00	r_2767	MLCL (1-18:1, 2-16:1, 4-16:1):PC (1-18:1, 2-16:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-18:1, 2-16:1, 4-16:1) [mitochondrial membrane] + phosphatidylcholine (1-18:1, 2-16:1) [mitochondrial membrane]  <=> cardiolipin (1-18:1, 2-16:1, 3-16:1, 4-16:1) [mitochondrial membrane] + 1-acylglycerophosphocholine (18:1) [mitochondrial membrane] 
1.00	r_2768	MLCL (1-18:1, 2-16:1, 4-16:1):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-18:1, 2-16:1, 4-16:1) [mitochondrial membrane] + phosphatidylcholine (1-16:0, 2-18:1) [mitochondrial membrane]  <=> cardiolipin (1-18:1, 2-16:1, 3-18:1, 4-16:1) [mitochondrial membrane] + 1-acylglycerophosphocholine (16:0) [mitochondrial membrane] 
1.00	r_2769	MLCL (1-18:1, 2-16:1, 4-16:1):PC (1-16:1, 2-18:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-18:1, 2-16:1, 4-16:1) [mitochondrial membrane] + phosphatidylcholine (1-16:1, 2-18:1) [mitochondrial membrane]  <=> cardiolipin (1-18:1, 2-16:1, 3-18:1, 4-16:1) [mitochondrial membrane] + 1-acylglycerophosphocholine (16:1) [mitochondrial membrane] 
1.00	r_2770	MLCL (1-18:1, 2-16:1, 4-16:1):PC (1-18:0, 2-18:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-18:1, 2-16:1, 4-16:1) [mitochondrial membrane] + phosphatidylcholine (1-18:0, 2-18:1) [mitochondrial membrane]  <=> cardiolipin (1-18:1, 2-16:1, 3-18:1, 4-16:1) [mitochondrial membrane] + 1-acylglycerophosphocholine (18:0) [mitochondrial membrane] 
1.00	r_2771	MLCL (1-18:1, 2-16:1, 4-16:1):PC (1-18:1, 2-18:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-18:1, 2-16:1, 4-16:1) [mitochondrial membrane] + phosphatidylcholine (1-18:1, 2-18:1) [mitochondrial membrane]  <=> cardiolipin (1-18:1, 2-16:1, 3-18:1, 4-16:1) [mitochondrial membrane] + 1-acylglycerophosphocholine (18:1) [mitochondrial membrane] 
1.00	r_2772	MLCL (1-18:1, 2-16:1, 4-18:1):PC (1-16:0, 2-16:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-18:1, 2-16:1, 4-18:1) [mitochondrial membrane] + phosphatidylcholine (1-16:0, 2-16:1) [mitochondrial membrane]  <=> cardiolipin (1-18:1, 2-16:1, 3-16:1, 4-18:1) [mitochondrial membrane] + 1-acylglycerophosphocholine (16:0) [mitochondrial membrane] 
1.00	r_2773	MLCL (1-18:1, 2-16:1, 4-18:1):PC (1-16:1, 2-16:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-18:1, 2-16:1, 4-18:1) [mitochondrial membrane] + phosphatidylcholine (1-16:1, 2-16:1) [mitochondrial membrane]  <=> cardiolipin (1-18:1, 2-16:1, 3-16:1, 4-18:1) [mitochondrial membrane] + 1-acylglycerophosphocholine (16:1) [mitochondrial membrane] 
1.00	r_2774	MLCL (1-18:1, 2-16:1, 4-18:1):PC (1-18:0, 2-16:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-18:1, 2-16:1, 4-18:1) [mitochondrial membrane] + phosphatidylcholine (1-18:0, 2-16:1) [mitochondrial membrane]  <=> cardiolipin (1-18:1, 2-16:1, 3-16:1, 4-18:1) [mitochondrial membrane] + 1-acylglycerophosphocholine (18:0) [mitochondrial membrane] 
1.00	r_2775	MLCL (1-18:1, 2-16:1, 4-18:1):PC (1-18:1, 2-16:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-18:1, 2-16:1, 4-18:1) [mitochondrial membrane] + phosphatidylcholine (1-18:1, 2-16:1) [mitochondrial membrane]  <=> cardiolipin (1-18:1, 2-16:1, 3-16:1, 4-18:1) [mitochondrial membrane] + 1-acylglycerophosphocholine (18:1) [mitochondrial membrane] 
1.00	r_2776	MLCL (1-18:1, 2-16:1, 4-18:1):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-18:1, 2-16:1, 4-18:1) [mitochondrial membrane] + phosphatidylcholine (1-16:0, 2-18:1) [mitochondrial membrane]  <=> 1-acylglycerophosphocholine (16:0) [mitochondrial membrane] + cardiolipin (1-18:1, 2-16:1, 3-18:1, 4-18:1) [mitochondrial membrane] 
1.00	r_2777	MLCL (1-18:1, 2-16:1, 4-18:1):PC (1-16:1, 2-18:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-18:1, 2-16:1, 4-18:1) [mitochondrial membrane] + phosphatidylcholine (1-16:1, 2-18:1) [mitochondrial membrane]  <=> 1-acylglycerophosphocholine (16:1) [mitochondrial membrane] + cardiolipin (1-18:1, 2-16:1, 3-18:1, 4-18:1) [mitochondrial membrane] 
1.00	r_2778	MLCL (1-18:1, 2-16:1, 4-18:1):PC (1-18:0, 2-18:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-18:1, 2-16:1, 4-18:1) [mitochondrial membrane] + phosphatidylcholine (1-18:0, 2-18:1) [mitochondrial membrane]  <=> 1-acylglycerophosphocholine (18:0) [mitochondrial membrane] + cardiolipin (1-18:1, 2-16:1, 3-18:1, 4-18:1) [mitochondrial membrane] 
1.00	r_2779	MLCL (1-18:1, 2-16:1, 4-18:1):PC (1-18:1, 2-18:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-18:1, 2-16:1, 4-18:1) [mitochondrial membrane] + phosphatidylcholine (1-18:1, 2-18:1) [mitochondrial membrane]  <=> 1-acylglycerophosphocholine (18:1) [mitochondrial membrane] + cardiolipin (1-18:1, 2-16:1, 3-18:1, 4-18:1) [mitochondrial membrane] 
1.00	r_2780	MLCL (1-16:0, 2-18:1, 4-16:1):PC (1-16:0, 2-16:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-16:0, 2-18:1, 4-16:1) [mitochondrial membrane] + phosphatidylcholine (1-16:0, 2-16:1) [mitochondrial membrane]  <=> cardiolipin (1-16:0, 2-18:1, 3-16:1, 4-16:1) [mitochondrial membrane] + 1-acylglycerophosphocholine (16:0) [mitochondrial membrane] 
1.00	r_2781	MLCL (1-16:0, 2-18:1, 4-16:1):PC (1-16:1, 2-16:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-16:0, 2-18:1, 4-16:1) [mitochondrial membrane] + phosphatidylcholine (1-16:1, 2-16:1) [mitochondrial membrane]  <=> cardiolipin (1-16:0, 2-18:1, 3-16:1, 4-16:1) [mitochondrial membrane] + 1-acylglycerophosphocholine (16:1) [mitochondrial membrane] 
1.00	r_2782	MLCL (1-16:0, 2-18:1, 4-16:1):PC (1-18:0, 2-16:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-16:0, 2-18:1, 4-16:1) [mitochondrial membrane] + phosphatidylcholine (1-18:0, 2-16:1) [mitochondrial membrane]  <=> cardiolipin (1-16:0, 2-18:1, 3-16:1, 4-16:1) [mitochondrial membrane] + 1-acylglycerophosphocholine (18:0) [mitochondrial membrane] 
1.00	r_2783	MLCL (1-16:0, 2-18:1, 4-16:1):PC (1-18:1, 2-16:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-16:0, 2-18:1, 4-16:1) [mitochondrial membrane] + phosphatidylcholine (1-18:1, 2-16:1) [mitochondrial membrane]  <=> cardiolipin (1-16:0, 2-18:1, 3-16:1, 4-16:1) [mitochondrial membrane] + 1-acylglycerophosphocholine (18:1) [mitochondrial membrane] 
1.00	r_2784	MLCL (1-16:0, 2-18:1, 4-16:1):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-16:0, 2-18:1, 4-16:1) [mitochondrial membrane] + phosphatidylcholine (1-16:0, 2-18:1) [mitochondrial membrane]  <=> cardiolipin (1-16:0, 2-18:1, 3-18:1, 4-16:1) [mitochondrial membrane] + 1-acylglycerophosphocholine (16:0) [mitochondrial membrane] 
1.00	r_2785	MLCL (1-16:0, 2-18:1, 4-16:1):PC (1-16:1, 2-18:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-16:0, 2-18:1, 4-16:1) [mitochondrial membrane] + phosphatidylcholine (1-16:1, 2-18:1) [mitochondrial membrane]  <=> cardiolipin (1-16:0, 2-18:1, 3-18:1, 4-16:1) [mitochondrial membrane] + 1-acylglycerophosphocholine (16:1) [mitochondrial membrane] 
1.00	r_2786	MLCL (1-16:0, 2-18:1, 4-16:1):PC (1-18:0, 2-18:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-16:0, 2-18:1, 4-16:1) [mitochondrial membrane] + phosphatidylcholine (1-18:0, 2-18:1) [mitochondrial membrane]  <=> cardiolipin (1-16:0, 2-18:1, 3-18:1, 4-16:1) [mitochondrial membrane] + 1-acylglycerophosphocholine (18:0) [mitochondrial membrane] 
1.00	r_2787	MLCL (1-16:0, 2-18:1, 4-16:1):PC (1-18:1, 2-18:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-16:0, 2-18:1, 4-16:1) [mitochondrial membrane] + phosphatidylcholine (1-18:1, 2-18:1) [mitochondrial membrane]  <=> cardiolipin (1-16:0, 2-18:1, 3-18:1, 4-16:1) [mitochondrial membrane] + 1-acylglycerophosphocholine (18:1) [mitochondrial membrane] 
1.00	r_2788	MLCL (1-16:0, 2-18:1, 4-18:1):PC (1-16:0, 2-16:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-16:0, 2-18:1, 4-18:1) [mitochondrial membrane] + phosphatidylcholine (1-16:0, 2-16:1) [mitochondrial membrane]  <=> cardiolipin (1-16:0, 2-18:1, 3-16:1, 4-18:1) [mitochondrial membrane] + 1-acylglycerophosphocholine (16:0) [mitochondrial membrane] 
1.00	r_2789	MLCL (1-16:0, 2-18:1, 4-18:1):PC (1-16:1, 2-16:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-16:0, 2-18:1, 4-18:1) [mitochondrial membrane] + phosphatidylcholine (1-16:1, 2-16:1) [mitochondrial membrane]  <=> cardiolipin (1-16:0, 2-18:1, 3-16:1, 4-18:1) [mitochondrial membrane] + 1-acylglycerophosphocholine (16:1) [mitochondrial membrane] 
1.00	r_2790	MLCL (1-16:0, 2-18:1, 4-18:1):PC (1-18:0, 2-16:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-16:0, 2-18:1, 4-18:1) [mitochondrial membrane] + phosphatidylcholine (1-18:0, 2-16:1) [mitochondrial membrane]  <=> cardiolipin (1-16:0, 2-18:1, 3-16:1, 4-18:1) [mitochondrial membrane] + 1-acylglycerophosphocholine (18:0) [mitochondrial membrane] 
1.00	r_2791	MLCL (1-16:0, 2-18:1, 4-18:1):PC (1-18:1, 2-16:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-16:0, 2-18:1, 4-18:1) [mitochondrial membrane] + phosphatidylcholine (1-18:1, 2-16:1) [mitochondrial membrane]  <=> cardiolipin (1-16:0, 2-18:1, 3-16:1, 4-18:1) [mitochondrial membrane] + 1-acylglycerophosphocholine (18:1) [mitochondrial membrane] 
1.00	r_2792	MLCL (1-16:0, 2-18:1, 4-18:1):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-16:0, 2-18:1, 4-18:1) [mitochondrial membrane] + phosphatidylcholine (1-16:0, 2-18:1) [mitochondrial membrane]  <=> 1-acylglycerophosphocholine (16:0) [mitochondrial membrane] + cardiolipin (1-16:0, 2-18:1, 3-18:1, 4-18:1) [mitochondrial membrane] 
1.00	r_2793	MLCL (1-16:0, 2-18:1, 4-18:1):PC (1-16:1, 2-18:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-16:0, 2-18:1, 4-18:1) [mitochondrial membrane] + phosphatidylcholine (1-16:1, 2-18:1) [mitochondrial membrane]  <=> 1-acylglycerophosphocholine (16:1) [mitochondrial membrane] + cardiolipin (1-16:0, 2-18:1, 3-18:1, 4-18:1) [mitochondrial membrane] 
1.00	r_2794	MLCL (1-16:0, 2-18:1, 4-18:1):PC (1-18:0, 2-18:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-16:0, 2-18:1, 4-18:1) [mitochondrial membrane] + phosphatidylcholine (1-18:0, 2-18:1) [mitochondrial membrane]  <=> 1-acylglycerophosphocholine (18:0) [mitochondrial membrane] + cardiolipin (1-16:0, 2-18:1, 3-18:1, 4-18:1) [mitochondrial membrane] 
1.00	r_2795	MLCL (1-16:0, 2-18:1, 4-18:1):PC (1-18:1, 2-18:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-16:0, 2-18:1, 4-18:1) [mitochondrial membrane] + phosphatidylcholine (1-18:1, 2-18:1) [mitochondrial membrane]  <=> 1-acylglycerophosphocholine (18:1) [mitochondrial membrane] + cardiolipin (1-16:0, 2-18:1, 3-18:1, 4-18:1) [mitochondrial membrane] 
1.00	r_2796	MLCL (1-16:1, 2-18:1, 4-16:1):PC (1-16:0, 2-16:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-16:1, 2-18:1, 4-16:1) [mitochondrial membrane] + phosphatidylcholine (1-16:0, 2-16:1) [mitochondrial membrane]  <=> cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-16:1) [mitochondrial membrane] + 1-acylglycerophosphocholine (16:0) [mitochondrial membrane] 
1.00	r_2797	MLCL (1-16:1, 2-18:1, 4-16:1):PC (1-16:1, 2-16:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-16:1, 2-18:1, 4-16:1) [mitochondrial membrane] + phosphatidylcholine (1-16:1, 2-16:1) [mitochondrial membrane]  <=> cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-16:1) [mitochondrial membrane] + 1-acylglycerophosphocholine (16:1) [mitochondrial membrane] 
1.00	r_2798	MLCL (1-16:1, 2-18:1, 4-16:1):PC (1-18:0, 2-16:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-16:1, 2-18:1, 4-16:1) [mitochondrial membrane] + phosphatidylcholine (1-18:0, 2-16:1) [mitochondrial membrane]  <=> cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-16:1) [mitochondrial membrane] + 1-acylglycerophosphocholine (18:0) [mitochondrial membrane] 
1.00	r_2799	MLCL (1-16:1, 2-18:1, 4-16:1):PC (1-18:1, 2-16:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-16:1, 2-18:1, 4-16:1) [mitochondrial membrane] + phosphatidylcholine (1-18:1, 2-16:1) [mitochondrial membrane]  <=> cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-16:1) [mitochondrial membrane] + 1-acylglycerophosphocholine (18:1) [mitochondrial membrane] 
1.00	r_2800	MLCL (1-16:1, 2-18:1, 4-16:1):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-16:1, 2-18:1, 4-16:1) [mitochondrial membrane] + phosphatidylcholine (1-16:0, 2-18:1) [mitochondrial membrane]  <=> cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-16:1) [mitochondrial membrane] + 1-acylglycerophosphocholine (16:0) [mitochondrial membrane] 
1.00	r_2801	MLCL (1-16:1, 2-18:1, 4-16:1):PC (1-16:1, 2-18:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-16:1, 2-18:1, 4-16:1) [mitochondrial membrane] + phosphatidylcholine (1-16:1, 2-18:1) [mitochondrial membrane]  <=> cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-16:1) [mitochondrial membrane] + 1-acylglycerophosphocholine (16:1) [mitochondrial membrane] 
1.00	r_2802	MLCL (1-16:1, 2-18:1, 4-16:1):PC (1-18:0, 2-18:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-16:1, 2-18:1, 4-16:1) [mitochondrial membrane] + phosphatidylcholine (1-18:0, 2-18:1) [mitochondrial membrane]  <=> cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-16:1) [mitochondrial membrane] + 1-acylglycerophosphocholine (18:0) [mitochondrial membrane] 
1.00	r_2803	MLCL (1-16:1, 2-18:1, 4-16:1):PC (1-18:1, 2-18:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-16:1, 2-18:1, 4-16:1) [mitochondrial membrane] + phosphatidylcholine (1-18:1, 2-18:1) [mitochondrial membrane]  <=> cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-16:1) [mitochondrial membrane] + 1-acylglycerophosphocholine (18:1) [mitochondrial membrane] 
1.00	r_2804	MLCL (1-16:1, 2-18:1, 4-18:1):PC (1-16:0, 2-16:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-16:1, 2-18:1, 4-18:1) [mitochondrial membrane] + phosphatidylcholine (1-16:0, 2-16:1) [mitochondrial membrane]  <=> cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-18:1) [mitochondrial membrane] + 1-acylglycerophosphocholine (16:0) [mitochondrial membrane] 
1.00	r_2805	MLCL (1-16:1, 2-18:1, 4-18:1):PC (1-16:1, 2-16:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-16:1, 2-18:1, 4-18:1) [mitochondrial membrane] + phosphatidylcholine (1-16:1, 2-16:1) [mitochondrial membrane]  <=> cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-18:1) [mitochondrial membrane] + 1-acylglycerophosphocholine (16:1) [mitochondrial membrane] 
1.00	r_2806	MLCL (1-16:1, 2-18:1, 4-18:1):PC (1-18:0, 2-16:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-16:1, 2-18:1, 4-18:1) [mitochondrial membrane] + phosphatidylcholine (1-18:0, 2-16:1) [mitochondrial membrane]  <=> cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-18:1) [mitochondrial membrane] + 1-acylglycerophosphocholine (18:0) [mitochondrial membrane] 
1.00	r_2807	MLCL (1-16:1, 2-18:1, 4-18:1):PC (1-18:1, 2-16:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-16:1, 2-18:1, 4-18:1) [mitochondrial membrane] + phosphatidylcholine (1-18:1, 2-16:1) [mitochondrial membrane]  <=> cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-18:1) [mitochondrial membrane] + 1-acylglycerophosphocholine (18:1) [mitochondrial membrane] 
1.00	r_2808	MLCL (1-16:1, 2-18:1, 4-18:1):PC (1-16:0, 2-18:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-16:1, 2-18:1, 4-18:1) [mitochondrial membrane] + phosphatidylcholine (1-16:0, 2-18:1) [mitochondrial membrane]  <=> 1-acylglycerophosphocholine (16:0) [mitochondrial membrane] + cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-18:1) [mitochondrial membrane] 
1.00	r_2809	MLCL (1-16:1, 2-18:1, 4-18:1):PC (1-16:1, 2-18:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-16:1, 2-18:1, 4-18:1) [mitochondrial membrane] + phosphatidylcholine (1-16:1, 2-18:1) [mitochondrial membrane]  <=> 1-acylglycerophosphocholine (16:1) [mitochondrial membrane] + cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-18:1) [mitochondrial membrane] 
1.00	r_2810	MLCL (1-16:1, 2-18:1, 4-18:1):PC (1-18:0, 2-18:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-16:1, 2-18:1, 4-18:1) [mitochondrial membrane] + phosphatidylcholine (1-18:0, 2-18:1) [mitochondrial membrane]  <=> 1-acylglycerophosphocholine (18:0) [mitochondrial membrane] + cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-18:1) [mitochondrial membrane] 
1.00	r_2811	MLCL (1-16:1, 2-18:1, 4-18:1):PC (1-18:1, 2-18:1) acyltransferase, mitochondrial membrane	x(900)	monolysocardiolipin (1-16:1, 2-18:1, 4-18:1) [mitochondrial membrane] + phosphatidylcholine (1-18:1, 2-18:1) [mitochondrial membrane]  <=> 1-acylglycerophosphocholine (18:1) [mitochondrial membrane] + cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-18:1) [mitochondrial membrane] 
1.00	r_2884	PE (1-16:0, 2-16:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:0, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-16:0, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:0, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (16:0) [endoplasmic reticulum membrane] 
1.00	r_2885	PE (1-16:1, 2-16:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:0, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-16:1, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:0, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (16:1) [endoplasmic reticulum membrane] 
1.00	r_2886	PE (1-18:0, 2-16:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:0, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylethanolamine (1-18:0, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:0, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphoethanolamine (18:0) [endoplasmic reticulum membrane] 
